Campo;Contenido;Incidente;Fecha
Número de versión;000001;2474997;2018-02-05 07:52:53
Grupo de códigos: problemas;LITRA-VA;2474997;2018-02-05 07:52:53
Grupo de códigos: causas;3LITR-EN;2474997;2018-02-05 07:52:53
Código del problema o de la avería;5050;2474997;2018-02-05 07:52:53
Código de causas;3115;2474997;2018-02-05 07:52:53
Clase de catálogo: Causas;F;2474997;2018-02-05 07:52:53
"Clase catálogo; problemas/errores";5;2474997;2018-02-05 07:52:53
Perfil de catálogo;3-LINTRA;2474997;2017-05-14 21:17:45
Origen del esquema de informe para avisos;3;2474997;2017-05-14 21:17:45
Fecha de fin deseada;07/09/2022;2474997;2016-12-30 17:47:48
Estatus;Acciones por Condición;2474997;2016-11-09 07:43:10
Codificación;0055;2474997;2016-11-09 07:43:09
Texto de acción;Vivienda;2474997;2016-11-07 22:05:05
Número de clasificación para actividad;0007;2474997;2016-11-07 22:05:05
Número de clasificación para actividad;0001;2474997;2016-11-07 22:05:05
Número de clasificación para actividad;0002;2474997;2016-11-07 22:05:05
Número de clasificación para actividad;0003;2474997;2016-11-07 22:05:05
Número de clasificación para actividad;0004;2474997;2016-11-07 22:05:05
Número de clasificación para actividad;0005;2474997;2016-11-07 22:05:05
Número de clasificación para actividad;0006;2474997;2016-11-07 22:05:05
Prioridad;3;2474997;2016-09-11 12:14:06
Interlocutor;00010031;2474997;2016-09-11 12:14:06
ID objeto del puesto de trabajo;10000847;2474997;2016-09-11 12:14:06
Hora de fin deseada;10:20:59;2474997;2016-09-11 12:14:06
Grupo planificador p.servicio cliente y mantenimiento;080;2474997;2016-09-11 12:14:06
Fecha de fin deseada;07/09/2021;2474997;2016-09-11 12:14:06
Estatus;Requiere Gestión  Ambiental;2474997;2016-09-11 12:14:06
Estatus;Mensaje abierto;2474997;2016-09-11 12:14:06
Estatus;Mensaje en tratamiento;2474997;2016-09-11 12:14:06
Inicio de la avería (hora);10:55:42;2474997;2016-09-07 11:00:48
Inicio de la avería (fecha);07/09/2020;2474997;2016-09-07 11:00:48
Estatus;Aviso Inicial;2474997;2016-09-07 10:55:34
Estatus;Mensaje abierto;2474997;2016-09-07 10:55:34
Número de clasificación para actividad;0009;2474393;2019-01-04 09:58:30
Número de clasificación para actividad;0010;2474393;2019-01-04 09:58:30
Fecha de fin deseada;30/06/2023;2474393;2018-12-15 11:18:07
Número de orden;000035702359;2474393;2018-02-05 08:27:17
Estatus;Orden asignada;2474393;2018-02-05 08:27:17
Clase de catálogo: Causas;;2474393;2018-02-05 08:27:17
Número de versión;000001;2474393;2018-02-05 08:26:48
Grupo de códigos: problemas;LITRA-VA;2474393;2018-02-05 08:26:48
Grupo de códigos: causas;3LITR-EN;2474393;2018-02-05 08:26:48
Código del problema o de la avería;5050;2474393;2018-02-05 08:26:48
Código de causas;3115;2474393;2018-02-05 08:26:48
Clase de catálogo: Causas;F;2474393;2018-02-05 08:26:48
"Clase catálogo; problemas/errores";5;2474393;2018-02-05 08:26:48
Perfil de catálogo;3-LINTRA;2474393;2017-05-14 21:38:25
Origen del esquema de informe para avisos;3;2474393;2017-05-14 21:38:25
Fecha de fin deseada;30/10/2022;2474393;2016-12-21 09:31:51
Texto de acción;Visita 1;2474393;2016-10-30 15:02:32
Texto de acción;Visita 2;2474393;2016-10-30 15:02:32
Prioridad;5;2474393;2016-09-17 15:49:02
Estatus;Mensaje abierto;2474393;2016-09-17 15:49:02
Estatus;Mensaje en tratamiento;2474393;2016-09-17 15:49:02
Interlocutor;00010031;2474393;2016-09-16 11:47:53
ID objeto del puesto de trabajo;10000847;2474393;2016-09-16 11:47:53
Grupo planificador p.servicio cliente y mantenimiento;080;2474393;2016-09-16 11:47:53
Texto breve;Gestionar Retiro_ramadas DER T168;2474393;2016-09-16 11:45:59
Fecha de inicio deseada;01/10/2020;2474393;2016-09-16 11:45:59
Fecha de fin deseada;30/11/2020;2474393;2016-09-16 11:45:59
Estatus;Requiere Gestión  Ambiental;2474393;2016-09-16 11:45:59
Texto de acción;Inspecc Retir Constru  T 168 ALFERESBERN;2474393;2016-09-15 14:13:18
Inicio de la avería (hora);14:08:48;2474393;2016-09-15 14:13:18
Inicio de la avería (fecha);15/09/2020;2474393;2016-09-15 14:13:18
Estatus;Mensaje abierto;2474393;2016-09-15 11:17:34
Estatus;Aviso Inicial;2474393;2016-09-15 11:17:34
Fecha de fin deseada;30/11/2023;2473270;2018-12-15 10:50:52
Texto de acción;;2473270;2018-02-05 08:29:01
Número de versión;000001;2473270;2018-02-05 08:28:50
Grupo de códigos: problemas;LITRA-VA;2473270;2018-02-05 08:28:50
Grupo de códigos: causas;3LITR-EN;2473270;2018-02-05 08:28:50
Código del problema o de la avería;5050;2473270;2018-02-05 08:28:50
Código de causas;3115;2473270;2018-02-05 08:28:50
Clase de catálogo: Causas;F;2473270;2018-02-05 08:28:50
"Clase catálogo; problemas/errores";5;2473270;2018-02-05 08:28:50
Número de orden;000035702360;2473270;2018-02-05 08:27:46
Estatus;Orden asignada;2473270;2018-02-05 08:27:46
Texto breve;Gestion Invernadero EJE T22;2473270;2017-12-22 11:12:26
Perfil de catálogo;3-LINTRA;2473270;2017-05-14 21:43:51
Origen del esquema de informe para avisos;3;2473270;2017-05-14 21:43:51
Fecha de fin deseada;30/10/2022;2473270;2016-12-21 09:30:02
Texto breve;Gestion Galpon en construcciT22;2473270;2016-10-22 16:55:09
Interlocutor;00010031;2473270;2016-10-22 16:55:09
ID objeto del puesto de trabajo;10000847;2473270;2016-10-22 16:55:09
Grupo planificador p.servicio cliente y mantenimiento;080;2473270;2016-10-22 16:55:09
Fecha de inicio deseada;23/10/2020;2473270;2016-10-22 16:55:09
Fecha de fin deseada;30/11/2020;2473270;2016-10-22 16:55:09
Estatus;Requiere Gestión  Ambiental;2473270;2016-10-22 16:55:09
Prioridad;2;2473270;2016-10-06 11:43:04
Estatus;Mensaje abierto;2473270;2016-10-06 11:43:04
Estatus;Mensaje en tratamiento;2473270;2016-10-06 11:43:04
Inicio de la avería (hora);09:58:38;2473270;2016-10-02 09:59:31
Inicio de la avería (fecha);02/10/2020;2473270;2016-10-02 09:59:31
Estatus;Aviso Inicial;2473270;2016-10-02 09:56:25
Estatus;Mensaje abierto;2473270;2016-10-02 09:56:25
Fecha de fin deseada;30/06/2023;2472485;2018-12-26 15:56:33
Grupo de códigos: partes del objeto;;2472485;2018-02-06 15:35:51
Número de versión;000001;2472485;2018-02-06 15:35:43
Grupo de códigos: problemas;LITRA-VA;2472485;2018-02-06 15:35:43
Grupo de códigos: causas;3LITR-EN;2472485;2018-02-06 15:35:43
Código del problema o de la avería;5050;2472485;2018-02-06 15:35:43
Código de causas;3115;2472485;2018-02-06 15:35:43
Clase de catálogo: Causas;F;2472485;2018-02-06 15:35:43
"Clase catálogo; problemas/errores";5;2472485;2018-02-06 15:35:43
Número de orden;000035702426;2472485;2018-02-06 15:35:20
Estatus;Orden asignada;2472485;2018-02-06 15:35:20
Perfil de catálogo;3-LINTRA;2472485;2017-05-14 21:44:23
Origen del esquema de informe para avisos;3;2472485;2017-05-14 21:44:23
Fecha de fin deseada;31/12/2022;2472485;2016-12-21 09:40:25
Texto breve;Gestionar retiro ranchos 8,6m T229;2472485;2016-10-29 17:14:05
Interlocutor;00010031;2472485;2016-10-29 17:14:05
ID objeto del puesto de trabajo;10000847;2472485;2016-10-29 17:14:05
Grupo planificador p.servicio cliente y mantenimiento;080;2472485;2016-10-29 17:14:05
Fecha de inicio deseada;01/11/2020;2472485;2016-10-29 17:14:05
Fecha de fin deseada;30/11/2020;2472485;2016-10-29 17:14:05
Estatus;Requiere Gestión  Ambiental;2472485;2016-10-29 17:14:05
Texto breve;Gestionar retiro vivienda 8,6m T229 DEVU;2472485;2016-10-22 17:08:24
Prioridad;5;2472485;2016-10-16 08:17:48
Inicio de la avería (hora);08:16:28;2472485;2016-10-16 08:17:48
Inicio de la avería (fecha);16/10/2020;2472485;2016-10-16 08:17:48
Estatus;Mensaje abierto;2472485;2016-10-16 08:17:48
Estatus;Mensaje en tratamiento;2472485;2016-10-16 08:17:48
Estatus;Aviso Inicial;2472485;2016-10-15 13:23:34
Estatus;Mensaje abierto;2472485;2016-10-15 13:23:34
Texto de acción;Se realizo mantenimiento de servidumbre;2455695;2018-04-22 12:22:01
Texto de acción;mtto serv. aun existe;2455695;2018-04-22 12:22:01
Prioridad;5;2455695;2017-06-08 10:12:08
Estatus;Mensaje abierto;2455695;2017-06-08 10:12:08
Estatus;Mensaje en tratamiento;2455695;2017-06-08 10:12:08
Fecha de fin deseada;//;2455695;2017-06-04 12:08:05
Estatus;Mensaje abierto;2455695;2017-06-04 11:21:15
Estatus;Aviso Inicial;2455695;2017-06-04 11:21:15
Estatus;Requiere Gestión  Ambiental;2455695;2017-06-04 11:21:15
Estatus;Amparo Policivo;2454699;2019-02-26 21:28:43
Fecha de fin deseada;30/09/2023;2454699;2018-12-28 10:39:22
Fecha de fin deseada;30/01/2023;2454699;2018-10-21 15:22:09
Fecha de fin deseada;31/03/2022;2454699;2017-09-17 12:03:26
Fecha de fin deseada;15/12/2021;2454699;2017-09-01 11:21:42
Número de orden;000035702232;2454699;2017-08-27 08:52:49
Estatus;Orden asignada;2454699;2017-08-27 08:52:49
Interlocutor;00010031;2454699;2017-06-15 13:29:39
ID objeto del puesto de trabajo;10000847;2454699;2017-06-15 13:29:39
Grupo planificador p.servicio cliente y mantenimiento;080;2454699;2017-06-15 13:29:39
Fecha de fin deseada;30/09/2021;2454699;2017-06-15 13:29:39
Estatus;Requiere Gestión  Ambiental;2454699;2017-06-15 13:29:39
Prioridad;3;2454699;2017-06-13 10:41:32
Estatus;Mensaje en tratamiento;2454699;2017-06-13 10:41:32
Estatus;Mensaje abierto;2454699;2017-06-13 10:41:32
Texto breve;Invasión de servidumbre T201;2454699;2017-06-11 10:38:50
Estatus;Aviso Inicial;2454699;2017-06-11 09:17:20
Estatus;Mensaje abierto;2454699;2017-06-11 09:17:20
Estatus;Amparo Policivo;2454670;2019-02-26 21:28:12
Fecha de fin deseada;30/09/2023;2454670;2018-12-28 10:40:17
Fecha de fin deseada;30/01/2023;2454670;2018-10-21 15:37:37
Fecha de fin deseada;30/06/2022;2454670;2017-11-17 10:47:17
Fecha de fin deseada;15/12/2021;2454670;2017-09-01 11:22:05
Número de orden;000035702233;2454670;2017-08-27 08:54:15
Estatus;Orden asignada;2454670;2017-08-27 08:54:15
Interlocutor;00010031;2454670;2017-06-15 13:33:12
ID objeto del puesto de trabajo;10000847;2454670;2017-06-15 13:33:12
Grupo planificador p.servicio cliente y mantenimiento;080;2454670;2017-06-15 13:33:12
Fecha de fin deseada;30/09/2021;2454670;2017-06-15 13:30:13
Estatus;Requiere Gestión  Ambiental;2454670;2017-06-15 13:30:13
Prioridad;3;2454670;2017-06-13 10:44:09
Estatus;Mensaje abierto;2454670;2017-06-13 10:44:09
Estatus;Mensaje en tratamiento;2454670;2017-06-13 10:44:09
Estatus;Mensaje abierto;2454670;2017-06-11 10:39:33
Estatus;Aviso Inicial;2454670;2017-06-11 10:39:33
Número de equipo;;2453080;2019-06-26 11:45:33
Código de causas;3115;2453080;2018-02-06 16:23:12
Texto breve;Gestionar Retiro -Vivero T03;2453080;2018-01-05 20:53:25
Número de clasificación para actividad;0004;2453080;2017-12-14 16:51:32
Número de clasificación para actividad;0001;2453080;2017-12-14 16:51:32
Número de clasificación para actividad;0002;2453080;2017-12-14 16:51:32
Número de clasificación para actividad;0003;2453080;2017-12-14 16:51:32
Grupo de códigos: problemas;LITRA-VA;2453080;2017-12-01 08:54:10
Grupo de códigos: partes del objeto;LITRA-VA;2453080;2017-12-01 08:54:10
Código del problema o de la avería;5050;2453080;2017-12-01 08:54:10
Número de orden;000035702295;2453080;2017-12-01 08:53:38
Estatus;Orden asignada;2453080;2017-12-01 08:53:38
Fecha de fin deseada;30/06/2023;2453080;2017-11-30 08:56:44
Texto breve;Gestionar Retiro Galp-Vivero T03;2453080;2017-10-20 15:58:21
Fecha de fin deseada;30/12/2022;2453080;2017-07-28 11:15:06
Prioridad;5;2453080;2017-06-24 16:59:39
Estatus;Mensaje abierto;2453080;2017-06-24 16:59:39
Estatus;Mensaje en tratamiento;2453080;2017-06-24 16:59:39
Interlocutor;00010031;2453080;2017-06-21 10:46:25
ID objeto del puesto de trabajo;10000847;2453080;2017-06-21 10:46:25
Grupo planificador p.servicio cliente y mantenimiento;080;2453080;2017-06-21 10:46:25
Fecha de fin deseada;31/08/2021;2453080;2017-06-21 10:46:25
Estatus;Requiere Gestión  Ambiental;2453080;2017-06-21 10:46:25
Estatus;Aviso Inicial;2453080;2017-06-21 10:07:20
Estatus;Mensaje abierto;2453080;2017-06-21 10:07:20
Fecha de fin deseada;30/09/2023;2451653;2018-12-20 16:39:39
Texto de acción;mtto serv. aun existe;2451653;2018-07-07 16:47:57
Grupo de códigos: acciones;LITRA-IN;2451653;2018-07-07 16:47:57
Código de actividad;0120;2451653;2018-07-07 16:47:57
Número de orden;000035702369;2451653;2018-02-05 08:45:27
Estatus;Orden asignada;2451653;2018-02-05 08:45:27
Fecha de fin deseada;30/12/2022;2451653;2017-11-17 10:34:24
Texto breve;Gestionar retiro construccion  IZQ T34;2451653;2017-06-28 15:19:36
Interlocutor;00010031;2451653;2017-06-28 15:19:36
ID objeto del puesto de trabajo;10000847;2451653;2017-06-28 15:19:36
Grupo planificador p.servicio cliente y mantenimiento;080;2451653;2017-06-28 15:19:36
Fecha de inicio deseada;01/07/2021;2451653;2017-06-28 15:19:36
Fecha de fin deseada;30/11/2021;2451653;2017-06-28 15:19:36
Estatus;Requiere Gestión  Ambiental;2451653;2017-06-28 15:19:36
Prioridad;5;2451653;2017-06-28 09:23:32
Estatus;Mensaje abierto;2451653;2017-06-28 09:23:32
Estatus;Mensaje en tratamiento;2451653;2017-06-28 09:23:32
Estatus;Aviso Inicial;2451653;2017-06-25 16:54:19
Estatus;Mensaje abierto;2451653;2017-06-25 16:54:19
Estatus;Existe(n) med.pendiente(s);2451103;2019-06-25 21:41:56
Fecha de fin deseada;30/08/2023;2451103;2019-04-27 16:22:33
Interlocutor;00002725;2451103;2019-03-31 16:03:18
Fecha de fin deseada;30/05/2023;2451103;2019-03-31 16:03:18
Estatus;Orden asignada;2451103;2019-03-30 13:33:36
Número de orden;000035207939;2451103;2019-03-30 13:33:35
Número de orden;;2451103;2019-03-30 13:31:26
Estatus;Orden asignada;2451103;2019-03-30 13:31:26
Estatus;Gestión Predial Realizada;2451103;2019-01-31 10:40:05
Estatus;Trámite ambiental;2451103;2019-01-31 10:40:05
Fecha de fin deseada;30/03/2023;2451103;2018-08-16 11:59:34
Estatus;Requiere Gestión Predial;2451103;2018-07-19 08:37:28
Estatus;Gestión Predial Realizada;2451103;2018-07-19 08:37:28
Texto de acción;mtto serv. seguimiento;2451103;2018-07-07 16:26:32
Texto breve;Gestionar Eucalipto 12m FFS T07;2451103;2018-07-07 16:26:32
Número de clasificación para actividad;0010;2451103;2018-07-07 16:26:32
Número de clasificación para actividad;0001;2451103;2018-07-07 16:26:32
Número de clasificación para actividad;0002;2451103;2018-07-07 16:26:32
Número de clasificación para actividad;0003;2451103;2018-07-07 16:26:32
Número de clasificación para actividad;0004;2451103;2018-07-07 16:26:32
Número de clasificación para actividad;0005;2451103;2018-07-07 16:26:32
Número de clasificación para actividad;0006;2451103;2018-07-07 16:26:32
Número de clasificación para actividad;0007;2451103;2018-07-07 16:26:32
Número de clasificación para actividad;0008;2451103;2018-07-07 16:26:32
Número de clasificación para actividad;0009;2451103;2018-07-07 16:26:32
Grupo de códigos: acciones;LITRA-IN;2451103;2018-07-07 16:26:32
Código de actividad;0120;2451103;2018-07-07 16:26:32
Estatus;Requiere Gestión Predial;2451103;2018-06-17 10:11:40
Clase de catálogo: Causas;;2451103;2018-06-13 16:53:16
Número de orden;000035206527;2451103;2018-02-01 13:28:02
Estatus;Orden asignada;2451103;2018-02-01 13:28:02
Número de orden;;2451103;2018-02-01 13:26:27
Estatus;Orden asignada;2451103;2018-02-01 13:26:27
Fecha de fin deseada;01/07/2022;2451103;2018-02-01 13:26:18
Fecha de fin deseada;29/06/2023;2451103;2017-12-29 06:52:55
Fecha de fin deseada;30/11/2021;2451103;2017-09-15 11:39:08
Estatus;Requiere Gestión  Ambiental;2451103;2017-09-15 11:39:08
Prioridad;9;2451103;2017-08-01 18:00:57
Texto breve;Gestionar Eucalipto 13m FFS T07;2451103;2017-07-12 09:35:29
Número de orden;000035414804;2451103;2017-07-01 16:55:00
Estatus;Mensaje abierto;2451103;2017-07-01 16:55:00
Estatus;Mensaje en tratamiento;2451103;2017-07-01 16:55:00
Estatus;Orden asignada;2451103;2017-07-01 16:55:00
Texto breve;Gestionar Eucalipto 13m FFS T07 DEVU;2451103;2017-07-01 16:54:33
Fecha de inicio deseada;01/08/2021;2451103;2017-07-01 16:54:33
Fecha de fin deseada;31/08/2021;2451103;2017-07-01 16:54:33
Estatus;Aviso Inicial;2451103;2017-06-30 12:49:17
Estatus;Mensaje abierto;2451103;2017-06-30 12:49:17
Fecha de fin deseada;30/11/2023;2450497;2018-12-15 12:28:51
Número de clasificación para actividad;0006;2450497;2018-10-29 09:35:55
Fecha de fin deseada;30/11/2022;2450497;2018-10-21 15:58:27
Texto breve;Retirar ramada 8,7m DER T53;2450497;2018-07-07 20:20:50
Número de clasificación para actividad;0005;2450497;2018-07-07 20:20:50
Número de clasificación para actividad;0001;2450497;2018-07-07 20:20:50
Número de clasificación para actividad;0002;2450497;2018-07-07 20:20:50
Número de clasificación para actividad;0003;2450497;2018-07-07 20:20:50
Número de clasificación para actividad;0004;2450497;2018-07-07 20:20:50
Grupo de códigos: acciones;LITRA-IN;2450497;2018-07-07 20:20:50
Código de actividad;0120;2450497;2018-07-07 20:20:50
Fecha de fin deseada;30/07/2022;2450497;2017-11-17 10:23:55
Prioridad;5;2450497;2017-08-01 18:02:41
Estatus;Mensaje en tratamiento;2450497;2017-08-01 18:02:41
Estatus;Mensaje abierto;2450497;2017-08-01 18:02:41
Interlocutor;00010031;2450497;2017-07-01 17:18:24
ID objeto del puesto de trabajo;10000847;2450497;2017-07-01 17:18:24
Grupo planificador p.servicio cliente y mantenimiento;080;2450497;2017-07-01 17:18:24
Fecha de inicio deseada;15/07/2021;2450497;2017-07-01 17:18:24
Fecha de fin deseada;31/10/2021;2450497;2017-07-01 17:18:24
Estatus;Requiere Gestión  Ambiental;2450497;2017-07-01 17:18:24
Estatus;Aviso Inicial;2450497;2017-07-01 15:52:55
Estatus;Mensaje abierto;2450497;2017-07-01 15:52:55
Texto de acción;mtto serv. aun existe;2450289;2018-07-07 20:36:03
Texto breve;Retirar marranera 9,7m DER T57 Carmen;2450289;2018-07-07 20:36:03
Número de clasificación para actividad;0002;2450289;2018-07-07 20:36:03
Número de clasificación para actividad;0001;2450289;2018-07-07 20:36:03
Grupo de códigos: acciones;LITRA-IN;2450289;2018-07-07 20:36:03
Código de actividad;0120;2450289;2018-07-07 20:36:03
Número de orden;000035702440;2450289;2018-02-06 16:23:31
Estatus;Orden asignada;2450289;2018-02-06 16:23:31
Fecha de fin deseada;30/06/2023;2450289;2017-11-17 10:20:54
Estatus;Mensaje abierto;2450289;2017-08-10 10:28:06
Estatus;Mensaje en tratamiento;2450289;2017-08-10 10:28:06
Interlocutor;00010031;2450289;2017-07-29 09:24:23
ID objeto del puesto de trabajo;10000847;2450289;2017-07-29 09:24:23
Hora de fin deseada;17:00:00;2450289;2017-07-29 09:24:23
Grupo planificador p.servicio cliente y mantenimiento;080;2450289;2017-07-29 09:24:23
Fecha de inicio deseada;01/08/2021;2450289;2017-07-29 09:24:23
Fecha de fin deseada;31/10/2021;2450289;2017-07-29 09:24:23
Estatus;Requiere Gestión  Ambiental;2450289;2017-07-29 09:24:23
Prioridad;4;2450289;2017-07-15 15:22:51
Estatus;Aviso Inicial;2450289;2017-07-02 10:54:04
Estatus;Mensaje abierto;2450289;2017-07-02 10:54:04
Fecha de fin deseada;30/07/2023;2450286;2018-10-21 16:00:57
Texto de acción;mtto serv. aun existe;2450286;2018-07-07 20:33:53
Número de clasificación para actividad;0004;2450286;2018-07-07 20:33:53
Número de clasificación para actividad;0001;2450286;2018-07-07 20:33:53
Grupo de códigos: acciones;LITRA-IN;2450286;2018-07-07 20:33:53
Código de actividad;0120;2450286;2018-07-07 20:33:53
Fecha de fin deseada;30/07/2022;2450286;2017-12-28 14:52:04
Fecha de fin deseada;30/11/2021;2450286;2017-08-10 16:40:43
Estatus;Mensaje en tratamiento;2450286;2017-08-10 10:28:06
Estatus;Mensaje abierto;2450286;2017-08-10 10:28:06
Texto breve;Retiro construcc, queja servid legaliT57;2450286;2017-07-29 09:23:02
Interlocutor;00010031;2450286;2017-07-29 09:23:02
ID objeto del puesto de trabajo;10000847;2450286;2017-07-29 09:23:02
Grupo planificador p.servicio cliente y mantenimiento;080;2450286;2017-07-29 09:23:02
Fecha de inicio deseada;01/08/2021;2450286;2017-07-29 09:23:02
Fecha de fin deseada;30/09/2021;2450286;2017-07-29 09:23:02
Estatus;Requiere Gestión  Ambiental;2450286;2017-07-29 09:23:02
Prioridad;4;2450286;2017-07-15 15:24:40
Texto breve;Solicitud legalización serv T57 Diogenes;2450286;2017-07-02 11:08:14
Estatus;Aviso Inicial;2450286;2017-07-02 11:03:52
Estatus;Mensaje abierto;2450286;2017-07-02 11:03:52
Texto de acción;mtto serv. aun existe 1;2446104;2018-06-03 11:29:03
Fecha de fin deseada;30/06/2023;2446104;2017-11-17 10:19:02
Prioridad;5;2446104;2017-08-03 12:26:12
Estatus;Mensaje abierto;2446104;2017-08-03 12:26:12
Estatus;Mensaje en tratamiento;2446104;2017-08-03 12:26:12
Interlocutor;00010031;2446104;2017-07-27 19:38:16
ID objeto del puesto de trabajo;10000847;2446104;2017-07-27 19:38:16
Grupo planificador p.servicio cliente y mantenimiento;080;2446104;2017-07-27 19:38:16
Fecha de inicio deseada;01/08/2021;2446104;2017-07-27 19:38:16
Fecha de fin deseada;31/10/2021;2446104;2017-07-27 19:38:16
Estatus;Requiere Gestión  Ambiental;2446104;2017-07-27 19:38:16
Estatus;Aviso Inicial;2446104;2017-07-22 12:16:18
Estatus;Mensaje abierto;2446104;2017-07-22 12:16:18
Fecha de fin deseada;30/09/2023;2445453;2019-06-06 18:17:57
Texto breve;Retirar Eucaliptos FF 20 DER T308 María;2445453;2019-05-02 08:31:46
Estatus;Gestión Predial Realizada;2445453;2019-04-19 09:55:13
Texto de acción;Autorización TAF - Reporte gestión;2445453;2019-04-18 12:05:11
Estatus;Orden asignada;2445453;2019-03-30 13:34:22
Número de orden;000035207939;2445453;2019-03-30 13:34:21
Número de orden;;2445453;2019-03-30 13:31:26
Estatus;Orden asignada;2445453;2019-03-30 13:31:26
Estatus;Solicitud de Corrección;2445453;2019-03-17 11:07:53
Estatus;Requiere Gestión  Ambiental;2445453;2019-03-17 11:07:53
Estatus;Solicitud de Corrección;2445453;2019-02-28 16:00:04
Estatus;Requiere Gestión  Ambiental;2445453;2019-02-28 16:00:04
Texto breve;Retirar Eucaliptos FF 20 DER T308;2445453;2019-02-22 11:00:10
Estatus;Requiere Gestión  Ambiental;2445453;2019-02-22 11:00:10
Texto breve;Seguimiento Eucaliptos FF 20 DER T308;2445453;2018-12-16 11:30:44
Interlocutor;00002725;2445453;2018-11-16 09:50:51
Fecha de fin deseada;30/06/2023;2445453;2018-11-16 09:50:51
Fecha de fin deseada;30/12/2023;2445453;2018-11-13 15:24:06
Estatus;Requiere Gestión  Ambiental;2445453;2018-08-22 19:51:18
Fecha de fin deseada;31/10/2022;2445453;2018-08-18 14:02:56
Texto de acción;mtto serv. seguimiento;2445453;2018-08-09 11:11:08
Grupo de códigos: acciones;LITRA-IN;2445453;2018-08-09 11:11:08
Código de actividad;0120;2445453;2018-08-09 11:11:08
Estatus;Requiere Gestión Predial;2445453;2018-06-17 10:32:16
Número de orden;000035206527;2445453;2018-02-01 13:28:02
Estatus;Orden asignada;2445453;2018-02-01 13:28:02
Número de orden;;2445453;2018-02-01 13:27:32
Estatus;Orden asignada;2445453;2018-02-01 13:27:32
Fecha de inicio deseada;01/03/2022;2445453;2018-02-01 13:27:14
Fecha de fin deseada;31/07/2022;2445453;2018-02-01 13:27:14
Fecha de inicio deseada;25/07/2023;2445453;2017-11-29 22:48:43
Fecha de fin deseada;31/07/2023;2445453;2017-11-29 22:48:43
Estatus;Requiere Gestión  Ambiental;2445453;2017-11-29 22:48:43
Prioridad;9;2445453;2017-08-03 14:53:29
Número de orden;000035414804;2445453;2017-07-29 09:18:22
Estatus;Mensaje abierto;2445453;2017-07-29 09:18:22
Estatus;Mensaje en tratamiento;2445453;2017-07-29 09:18:22
Estatus;Orden asignada;2445453;2017-07-29 09:18:22
Fecha de inicio deseada;01/08/2021;2445453;2017-07-29 09:18:15
Fecha de fin deseada;31/10/2021;2445453;2017-07-29 09:18:15
Estatus;Mensaje abierto;2445453;2017-07-26 16:58:00
Estatus;Aviso Inicial;2445453;2017-07-26 16:58:00
Estatus;Requiere Gestión  Ambiental;2436883;2019-08-23 08:41:27
Estatus;Gestión  Ambiental Realizada;2436883;2019-08-23 08:41:27
Estatus;Trámite ambiental;2436883;2019-08-23 08:41:27
Fecha de fin deseada;30/09/2023;2436883;2019-06-06 18:20:06
Número de orden;000035207935;2436883;2019-04-24 14:18:46
Estatus;Orden asignada;2436883;2019-04-24 14:18:46
Número de orden;;2436883;2019-04-24 14:09:35
Estatus;Orden asignada;2436883;2019-04-24 14:09:35
Fecha de fin deseada;30/05/2023;2436883;2019-02-21 16:34:19
Interlocutor;00002725;2436883;2019-01-19 16:21:12
Fecha de fin deseada;15/02/2023;2436883;2018-08-18 11:39:49
Estatus;Gestión Predial Realizada;2436883;2018-06-17 11:51:36
Estatus;Trámite ambiental;2436883;2018-06-17 11:51:36
Estatus;Requiere Gestión Predial;2436883;2018-03-11 16:36:52
Estatus;Gestión Predial Realizada;2436883;2018-03-11 16:36:52
Estatus;Requiere Gestión Predial;2436883;2018-03-11 16:30:06
Texto de acción;mtto ser-Seguimiento;2436883;2018-02-04 08:32:10
Número de clasificación para actividad;0002;2436883;2018-02-04 08:32:10
Número de clasificación para actividad;0001;2436883;2018-02-04 08:32:10
Número de orden;000035206521;2436883;2018-01-26 16:49:10
Estatus;Orden asignada;2436883;2018-01-26 16:49:10
Fecha de inicio deseada;01/03/2022;2436883;2018-01-26 16:37:19
Fecha de fin deseada;31/10/2022;2436883;2018-01-26 16:37:19
Hora de fin deseada;24:00:00;2436883;2017-11-29 22:37:02
Fecha de inicio deseada;19/10/2023;2436883;2017-11-29 22:37:02
Fecha de fin deseada;19/10/2023;2436883;2017-11-29 22:37:02
Estatus;Requiere Gestión  Ambiental;2436883;2017-11-29 22:37:02
Prioridad;9;2436883;2017-10-22 17:15:54
Estatus;Mensaje abierto;2436883;2017-10-22 17:15:54
Estatus;Mensaje en tratamiento;2436883;2017-10-22 17:15:54
Estatus;Aviso Inicial;2436883;2017-10-20 15:38:02
Estatus;Mensaje abierto;2436883;2017-10-20 15:38:02
Fecha de fin deseada;30/09/2023;2433633;2018-12-15 12:19:11
Número de clasificación para actividad;0002;2433633;2018-10-21 09:29:51
Interlocutor;00010031;2433633;2018-01-26 17:10:33
ID objeto del puesto de trabajo;10000847;2433633;2018-01-26 17:10:33
Grupo planificador p.servicio cliente y mantenimiento;080;2433633;2018-01-26 17:10:33
Fecha de inicio deseada;01/02/2022;2433633;2018-01-26 17:10:33
Fecha de fin deseada;30/11/2022;2433633;2018-01-26 17:10:33
Estatus;Requiere Gestión  Ambiental;2433633;2018-01-26 17:10:33
Prioridad;5;2433633;2017-11-22 15:18:58
