Serie;Norte;Este;Depto;Municipio;Vereda ;Cia;Estructura
7539;993533,6366;772520,8649;VALLE DEL CAUCA;LA UNIÃ“N;EL RINCON;    Azul;19880578
7540;992516,6288;772154,4867;VALLE DEL CAUCA;LA UNIÃ“N;LA DESPENSA;    Azul;19880577
7541;992192,6391;772037,5551;VALLE DEL CAUCA;LA UNIÃ“N;LA DESPENSA;    Azul;19880576
7542;991806,2668;771900,2525;VALLE DEL CAUCA;LA UNIÃ“N;LA DESPENSA;    Azul;19880575
7543;991356,8592;771742,0322;VALLE DEL CAUCA;LA UNIÃ“N;LA DESPENSA;    Azul;19880574
7544;991072,0672;771639,2932;VALLE DEL CAUCA;LA UNIÃ“N;LA DESPENSA;    Azul;19880573
7545;990061,3187;771246,4267;VALLE DEL CAUCA;LA UNIÃ“N;LA DESPENSA;    Azul;19880572
7447;1028187,201;798882,8682;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19880670
7546;989689,0843;771108,1061;VALLE DEL CAUCA;LA UNIÃ“N;LA DESPENSA;    Azul;19880571
7547;989381,6026;770977,2135;VALLE DEL CAUCA;LA UNIÃ“N;LA DESPENSA;    Azul;19880570
7548;988840,6779;770763,056;VALLE DEL CAUCA;LA UNIÃ“N;LA DESPENSA;    Azul;19880569
7549;988324,606;770559,0731;VALLE DEL CAUCA;LA UNIÃ“N;LA DESPENSA;    Azul;19880568
7550;988004,8201;770418,9146;VALLE DEL CAUCA;ROLDANILLO;MORELIA;    Azul;19880567
7551;987423,1875;770159,9833;VALLE DEL CAUCA;ROLDANILLO;BUENAVISTA;    Azul;19880566
7552;987284;770059,7457;VALLE DEL CAUCA;ROLDANILLO;BUENAVISTA;    Azul;19880565
7553;986804,775;769785,8833;VALLE DEL CAUCA;ROLDANILLO;BUENAVISTA;    Azul;19880564
7554;986411;769569,0625;VALLE DEL CAUCA;ROLDANILLO;BUENAVISTA;    Azul;19880563
7555;986161,4791;769449,3667;VALLE DEL CAUCA;ROLDANILLO;BUENAVISTA;    Azul;19880562
7448;1028077,838;798618,6979;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19880669
7556;985335,4166;769011,3292;VALLE DEL CAUCA;ROLDANILLO;BUENAVISTA;    Azul;19880561
7557;984852,7166;768755,2708;VALLE DEL CAUCA;ROLDANILLO;BUENAVISTA;    Azul;19880560
7558;984362;768366,8125;VALLE DEL CAUCA;ROLDANILLO;BUENAVISTA;    Azul;19880559
7559;983820,8916;767966,6333;VALLE DEL CAUCA;ROLDANILLO;BUENAVISTA;    Azul;19880558
7560;983607,0666;767798,8875;VALLE DEL CAUCA;ROLDANILLO;EL PIE;    Azul;19880557
7561;982767,775;767161,825;VALLE DEL CAUCA;ROLDANILLO;EL PIE;    Azul;19880556
7562;982195,8333;766721,9542;VALLE DEL CAUCA;ROLDANILLO;EL PIE;    Azul;19880555
7563;981712,8916;766352,3375;VALLE DEL CAUCA;ROLDANILLO;EL PIE;    Azul;19880554
7564;980993,125;766112,825;VALLE DEL CAUCA;ROLDANILLO;MATEGUADA;    Azul;19880553
7565;980086,3;765809,8167;VALLE DEL CAUCA;ROLDANILLO;MATEGUADA;    Azul;19880552
7449;1028018,196;798321,0578;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19880668
7566;979364,4634;765567,8906;VALLE DEL CAUCA;ROLDANILLO;MATEGUADA;    Azul;19880551
7567;978543,9458;765442,5708;VALLE DEL CAUCA;ROLDANILLO;MATEGUADA;    Azul;19880550
7568;978298,3;765406,075;VALLE DEL CAUCA;ROLDANILLO;EL AGUACATE;    Azul;19880549
7569;977625,2375;765305,0957;VALLE DEL CAUCA;ROLDANILLO;EL AGUACATE;    Azul;19880548
7570;977456,0625;765281,4375;VALLE DEL CAUCA;ROLDANILLO;EL AGUACATE;    Azul;19880547
7571;976845;765188,1249;VALLE DEL CAUCA;ROLDANILLO;EL AGUACATE;    Azul;19880546
7572;976379,9999;765015,625;VALLE DEL CAUCA;ROLDANILLO;EL AGUACATE;    Azul;19880545
7573;975997,0001;764874,75;VALLE DEL CAUCA;BOLÃVAR;BOLIVAR - ZONA URBANA;    Azul;19880544
7574;975524;764699,6874;VALLE DEL CAUCA;BOLÃVAR;BOLIVAR - ZONA URBANA;    Azul;19880543
7575;974921;764476,8125;VALLE DEL CAUCA;BOLÃVAR;BOLIVAR - ZONA URBANA;    Azul;19880542
7450;1027934,887;797927,0636;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19880667
7576;974544;764337,5626;VALLE DEL CAUCA;BOLÃVAR;BOLIVAR - ZONA URBANA;    Azul;19880541
7577;974069;764163,375;VALLE DEL CAUCA;BOLÃVAR;BOLIVAR - ZONA URBANA;    Azul;19880540
7578;973837;764077,125;VALLE DEL CAUCA;BOLÃVAR;BOLIVAR - ZONA URBANA;    Azul;19880539
7579;973670;764014,75;VALLE DEL CAUCA;BOLÃVAR;BOLIVAR - ZONA URBANA;    Azul;19880538
7580;973201;763842,25;VALLE DEL CAUCA;BOLÃVAR;BOLIVAR - ZONA URBANA;    Azul;19880537
7581;972095,9999;763434,0625;VALLE DEL CAUCA;BOLÃVAR;BOLIVAR - ZONA URBANA;    Azul;19880536
7582;971656;763270,9375;VALLE DEL CAUCA;BOLÃVAR;BOLIVAR - ZONA URBANA;    Azul;19880535
7583;971255;763123,1875;VALLE DEL CAUCA;BOLÃVAR;BOLIVAR - ZONA URBANA;    Azul;19880534
7584;970993;763025,8125;VALLE DEL CAUCA;BOLÃVAR;BOLIVAR - ZONA URBANA;    Azul;19880533
7585;970873;762982,25;VALLE DEL CAUCA;BOLÃVAR;BOLIVAR - ZONA URBANA;    Azul;19880532
7451;1027861,26;797629,0896;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19880666
7586;970149;762481,875;VALLE DEL CAUCA;BOLÃVAR;RICAURTE;    Azul;19880531
7587;969847;762274,25;VALLE DEL CAUCA;BOLÃVAR;RICAURTE;    Azul;19880530
7588;969635;762114,3126;VALLE DEL CAUCA;BOLÃVAR;RICAURTE;    Azul;19880529
7589;969219;761823,2499;VALLE DEL CAUCA;BOLÃVAR;RICAURTE;    Azul;19880528
7590;968497,3;761321,55;VALLE DEL CAUCA;BOLÃVAR;RICAURTE;    Azul;19880527
7591;968191,775;761113,05;VALLE DEL CAUCA;BOLÃVAR;RICAURTE;    Azul;19880526
7592;967731,7437;760786,4812;VALLE DEL CAUCA;BOLÃVAR;RICAURTE;    Azul;19880525
7593;967392;760543,375;VALLE DEL CAUCA;BOLÃVAR;LA HERRADURA;    Azul;19880524
7594;967075;760319,625;VALLE DEL CAUCA;BOLÃVAR;LA HERRADURA;    Azul;19880523
7595;966494;759912,8125;VALLE DEL CAUCA;TRUJILLO;LA HERRADURA;    Azul;19880522
7452;1027829,723;797328,7682;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19880665
7596;966328,2844;759801,575;VALLE DEL CAUCA;TRUJILLO;ROBLEDO;    Azul;19880521
7597;966065,2343;759584,7812;VALLE DEL CAUCA;TRUJILLO;ROBLEDO;    Azul;19880520
7598;965580,0001;759134,6874;VALLE DEL CAUCA;TRUJILLO;ROBLEDO;    Azul;19880519
7599;964963,526;758601,0834;VALLE DEL CAUCA;TRUJILLO;HUASANO;    Azul;19880518
7600;964741,8646;758410,8125;VALLE DEL CAUCA;TRUJILLO;HUASANO;    Azul;19880517
7601;964495,4947;758196,151;VALLE DEL CAUCA;TRUJILLO;HUASANO;    Azul;19880516
7602;964231,8646;757955,1979;VALLE DEL CAUCA;TRUJILLO;HUASANO;    Azul;19880515
7603;963955,6041;757718,3126;VALLE DEL CAUCA;TRUJILLO;HUASANO;    Azul;19880514
7604;963663,5416;757460,4896;VALLE DEL CAUCA;TRUJILLO;HUASANO;    Azul;19880513
7605;962966,5999;756840,3041;VALLE DEL CAUCA;TRUJILLO;HUASANO;    Azul;19880512
7453;1027720,992;796664,8984;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880664
7606;962428,9375;756345,3958;VALLE DEL CAUCA;TRUJILLO;HUASANO;    Azul;19880511
7607;962164,7625;756113,9188;VALLE DEL CAUCA;TRUJILLO;HUASANO;    Azul;19880510
7608;961752;755761,375;VALLE DEL CAUCA;TRUJILLO;HUASANO;    Azul;19880509
7609;961511;755552,125;VALLE DEL CAUCA;TRUJILLO;LA MARINA;    Azul;19880508
7610;961116,05;755242,175;VALLE DEL CAUCA;TRUJILLO;LA MARINA;    Azul;19880507
7611;960569,6688;754849,8438;VALLE DEL CAUCA;TRUJILLO;LA MARINA;    Azul;19880506
7612;960370,7313;754711,075;VALLE DEL CAUCA;TRUJILLO;LA MARINA;    Azul;19880505
7613;960095,525;754508,5125;VALLE DEL CAUCA;TRUJILLO;LA MARINA;    Azul;19880504
7614;959740,525;754248,9314;VALLE DEL CAUCA;TRUJILLO;HUASANO;    Azul;19880503
7615;959117;753790,6875;VALLE DEL CAUCA;TRUJILLO;CABECERA;    Azul;19880502
7454;1027669,926;796202,4978;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880663
7616;958502,5062;753352,9875;VALLE DEL CAUCA;TRUJILLO;CABECERA;    Azul;19880501
7617;958132,6812;753047,5938;VALLE DEL CAUCA;TRUJILLO;CABECERA;    Azul;19880500
7618;957568,0937;752589,625;VALLE DEL CAUCA;TRUJILLO;CABECERA;    Azul;19880499
7619;957328,0937;752388,4438;VALLE DEL CAUCA;TRUJILLO;CABECERA;    Azul;19880498
7620;957024,3;752139,1938;VALLE DEL CAUCA;TRUJILLO;CABECERA;    Azul;19880497
7621;956569,5062;751773;VALLE DEL CAUCA;TRUJILLO;CABECERA;    Azul;19880496
7622;956088,7437;751381,6875;VALLE DEL CAUCA;TRUJILLO;CABECERA;    Azul;19880495
7623;955753,125;751256,7375;VALLE DEL CAUCA;TRUJILLO;RIOFRÃO;    Azul;19880494
7624;955478,5687;751149,4938;VALLE DEL CAUCA;RIOFRÃO;RIOFRÃO;    Azul;19880493
7625;955156,1562;751032,925;VALLE DEL CAUCA;RIOFRÃO;RIOFRÃO;    Azul;19880492
7455;1027632,309;795946,9005;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880662
7626;954755,3625;750881,6563;VALLE DEL CAUCA;RIOFRÃO;RIOFRÃO;    Azul;19880491
7627;954302,775;750710,05;VALLE DEL CAUCA;RIOFRÃO;RIOFRÃO;    Azul;19880490
7628;954023,9813;750608,9563;VALLE DEL CAUCA;RIOFRÃO;RIOFRÃO;    Azul;19880489
7629;953868,8062;750549,3064;VALLE DEL CAUCA;RIOFRÃO;RIOFRÃO;    Azul;19880488
7630;952733,9812;750123,5063;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880487
7631;952545,0124;750055,0938;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880486
7632;951929,775;749819,3625;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880485
7633;951492,2187;749652,9813;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880484
7762;950878,1035;749398,7908;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880483
7634;950144,0437;749148,6;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880482
7438;1028659,147;802718,6889;RISARALDA;PEREIRA;CAIMALITO;    Azul;19880681
7456;1027572,88;795550,1156;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880661
7635;949819,2186;749030,3813;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880481
7636;949443,2187;748909,4271;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880480
7637;948967,8958;748752,8282;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880479
7638;948675,8958;748665,2344;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880478
7763;948416,0609;748551,9559;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880477
7639;948023,5572;748460,1355;VALLE DEL CAUCA;RIOFRÃO;RIOFRÃO;    Azul;19880476
7640;947577,2031;748319,099;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880475
7641;947093,8802;748191,7761;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880474
7642;946406,1875;748010,3021;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880473
7643;946064,8645;747920,8802;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880472
7457;1027430,661;795096,9066;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880660
7644;945741,2031;747831,1615;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880471
7645;945331,9114;747725,2761;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880470
7646;944764,2656;747574,3802;VALLE DEL CAUCA;RIOFRÃO;PORTUGAL DE PIEDRAS;    Azul;19880469
7647;943940,8802;747357,5051;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880468
7648;943191,2499;747152,3594;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880467
7649;942676,5729;747024,8594;VALLE DEL CAUCA;RIOFRÃO;FENICIA;    Azul;19880466
7650;942247,25;746916,2813;VALLE DEL CAUCA;RIOFRÃO;PORTUGAL DE PIEDRAS;    Azul;19880465
7651;941979,2343;746839,8021;VALLE DEL CAUCA;RIOFRÃO;PORTUGAL DE PIEDRAS;    Azul;19880464
7652;941582,8958;746680,6928;VALLE DEL CAUCA;RIOFRÃO;PORTUGAL DE PIEDRAS;    Azul;19880463
7653;941097,3;746491,4314;VALLE DEL CAUCA;RIOFRÃO;PORTUGAL DE PIEDRAS;    Azul;19880462
7458;1027235,786;794481,5376;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880659
7654;940709,0937;746340,125;VALLE DEL CAUCA;RIOFRÃO;PORTUGAL DE PIEDRAS;    Azul;19880461
7655;940407,6812;746221,275;VALLE DEL CAUCA;RIOFRÃO;PORTUGAL DE PIEDRAS;    Azul;19880460
7656;939614,2687;745899,9;VALLE DEL CAUCA;RIOFRÃO;PORTUGAL DE PIEDRAS;    Azul;19880459
7657;939203,0001;745730,9375;VALLE DEL CAUCA;RIOFRÃO;PORTUGAL DE PIEDRAS;    Azul;19880458
7658;938814,0938;745583,1688;VALLE DEL CAUCA;RIOFRÃO;PORTUGAL DE PIEDRAS;    Azul;19880457
7659;938201,7521;745337,2728;VALLE DEL CAUCA;RIOFRÃO;PORTUGAL DE PIEDRAS;    Azul;19880456
7660;937842,1875;745192,6041;VALLE DEL CAUCA;RIOFRÃO;PORTUGAL DE PIEDRAS;    Azul;19880455
7661;937301;744977,75;VALLE DEL CAUCA;RIOFRÃO;PORTUGAL DE PIEDRAS;    Azul;19880454
7662;937143;744940,8125;VALLE DEL CAUCA;RIOFRÃO;PORTUGAL DE PIEDRAS;    Azul;19880453
7663;936424;744774,3125;VALLE DEL CAUCA;RIOFRÃO;PORTUGAL DE PIEDRAS;    Azul;19880452
7459;1027101,232;794063,9817;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880658
7664;935803,9999;744630,125;VALLE DEL CAUCA;YOTOCO;EL BOSQUE;    Azul;19880451
7665;935357;744526,25;VALLE DEL CAUCA;YOTOCO;EL BOSQUE;    Azul;19880450
7666;935155;744479,0625;VALLE DEL CAUCA;YOTOCO;EL BOSQUE;    Azul;19880449
7667;934417;744308,25;VALLE DEL CAUCA;YOTOCO;RAYITO;    Azul;19880448
7668;934151;744246,4375;VALLE DEL CAUCA;YOTOCO;RAYITO;    Azul;19880447
7669;933689;744139,125;VALLE DEL CAUCA;YOTOCO;RAYITO;    Azul;19880446
7670;933225;744031;VALLE DEL CAUCA;YOTOCO;RAYITO;    Azul;19880445
7671;932856;743945,125;VALLE DEL CAUCA;YOTOCO;RAYITO;    Azul;19880444
7672;932375,0001;743832,75;VALLE DEL CAUCA;YOTOCO;MIRAVALLE;    Azul;19880443
7673;931997;743745,1875;VALLE DEL CAUCA;YOTOCO;MIRAVALLE;    Azul;19880442
7460;1026958,624;793611,6722;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880657
7674;931462,0001;743620,6875;VALLE DEL CAUCA;YOTOCO;MIRAVALLE;    Azul;19880441
7675;931257;743572,625;VALLE DEL CAUCA;YOTOCO;MIRAVALLE;    Azul;19880440
7676;930965;743505,6875;VALLE DEL CAUCA;YOTOCO;LA RIVERA;    Azul;19880439
7677;930148;743411,8125;VALLE DEL CAUCA;YOTOCO;LA RIVERA;    Azul;19880438
7678;929823;743309,1875;VALLE DEL CAUCA;YOTOCO;LA RIVERA;    Azul;19880437
7679;929514;743302,375;VALLE DEL CAUCA;YOTOCO;EL DELIRIO;    Azul;19880436
7680;928941,9999;743288,8751;VALLE DEL CAUCA;YOTOCO;EL DELIRIO;    Azul;19880435
7681;928610;743282,0625;VALLE DEL CAUCA;YOTOCO;EL DELIRIO;    Azul;19880434
7682;927983;743267,5626;VALLE DEL CAUCA;YOTOCO;DOPO;    Azul;19880433
7683;927362;743253,9999;VALLE DEL CAUCA;YOTOCO;MEDIACANOA;    Azul;19880432
7461;1026841,979;793225,0636;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880656
7684;926795;743241,375;VALLE DEL CAUCA;YOTOCO;MEDIACANOA;    Azul;19880431
7685;925729;743217,25;VALLE DEL CAUCA;YOTOCO;LOS PLANES;    Azul;19880430
7686;925462;743211,4375;VALLE DEL CAUCA;YOTOCO;LOS PLANES;    Azul;19880429
7687;924901;743070,8125;VALLE DEL CAUCA;YOTOCO;LOS PLANES;    Azul;19880428
7688;924301,0001;742920,6875;VALLE DEL CAUCA;YOTOCO;LOS PLANES;    Azul;19880427
7689;923343;742682,3125;VALLE DEL CAUCA;YOTOCO;LOS CHORROS;    Azul;19880426
7690;922686,401;742402,0125;VALLE DEL CAUCA;YOTOCO;LOS CHORROS;    Azul;19880425
7691;922374,2687;742263,3655;VALLE DEL CAUCA;YOTOCO;MEDIACANOA;    Azul;19880424
7692;921970,0937;742086,3625;VALLE DEL CAUCA;YOTOCO;MEDIACANOA;    Azul;19880423
7693;921811,0625;742012,275;VALLE DEL CAUCA;YOTOCO;MEDIACANOA;    Azul;19880422
7462;1026896,981;792969,1965;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880655
7694;921664,475;741973,4313;VALLE DEL CAUCA;YOTOCO;MEDIACANOA;    Azul;19880421
7695;921246,8291;741829,6417;VALLE DEL CAUCA;YOTOCO;MEDIACANOA;    Azul;19880420
7696;920564,4165;741639,9323;VALLE DEL CAUCA;YOTOCO;MEDIACANOA;    Azul;19880419
7697;919787,0937;741410,6406;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;    Azul;19880418
7698;919583,0781;741351,1512;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;    Azul;19880417
7699;919306,4323;741265,0573;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;    Azul;19880416
7700;918808,6302;741120,7709;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;    Azul;19880415
7701;918496,9531;740910,6771;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;    Azul;19880414
7702;918177,6302;740704,849;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;    Azul;19880413
7703;917923,9219;740540,7032;VALLE DEL CAUCA;YOTOCO;BUENOSAIRES;    Azul;19880412
7463;1026947,718;792667,2901;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880654
7704;917606;740324,0625;VALLE DEL CAUCA;YOTOCO;BUENOSAIRES;    Azul;19880411
7705;916996,2292;739921,4167;VALLE DEL CAUCA;YOTOCO;BUENOSAIRES;    Azul;19880410
7706;916676;739715,125;VALLE DEL CAUCA;YOTOCO;BUENOSAIRES;    Azul;19880409
7707;916250;739460,0917;VALLE DEL CAUCA;YOTOCO;BUENOSAIRES;    Azul;19880408
7708;915937;738892,9375;VALLE DEL CAUCA;YOTOCO;BUENOSAIRES;    Azul;19880407
7709;915807,6206;738611,6511;VALLE DEL CAUCA;YOTOCO;BUENOSAIRES;    Azul;19880406
7710;915671,2118;738371,4952;VALLE DEL CAUCA;YOTOCO;EL DORADO;    Azul;19880405
7711;915061,4869;737824,0204;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;    Azul;19880404
7712;914626,0285;737699,9551;VALLE DEL CAUCA;VIJES;EL PORVENIR;    Azul;19880403
7713;914181,8246;737573,4288;VALLE DEL CAUCA;VIJES;EL PORVENIR;    Azul;19880402
7464;1027084,121;791969,3991;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880653
7714;913549,7417;737393,4625;VALLE DEL CAUCA;VIJES;EL PORVENIR;    Azul;19880401
7715;913150,4384;737279,7451;VALLE DEL CAUCA;VIJES;EL PORVENIR;    Azul;19880400
7716;912413,3199;737069,9232;VALLE DEL CAUCA;VIJES;EL PORVENIR;    Azul;19880399
7717;912028,3966;736960,2105;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;    Azul;19880398
7718;911739,3209;736878,1491;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;    Azul;19880397
7719;911250,7729;736738,8314;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;    Azul;19880396
7720;910789,5074;736607,5433;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;    Azul;19880395
7721;910235,3591;736450,1199;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;    Azul;19880394
7722;909776,611;736319,1167;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;    Azul;19880393
7723;909195,5316;736153,712;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;    Azul;19880392
7465;1027179,871;791475,7503;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880652
7724;908647,967;735997,5776;VALLE DEL CAUCA;VIJES;LA FRESNEDA;    Azul;19880391
7725;908116,1584;735846,1281;VALLE DEL CAUCA;VIJES;LA FRESNEDA;    Azul;19880390
7726;907643,4831;735711,7161;VALLE DEL CAUCA;VIJES;LA FRESNEDA;    Azul;19880389
7727;906843,3642;735502,6129;VALLE DEL CAUCA;VIJES;LA FRESNEDA;    Azul;19880388
7728;906398,2724;735370,4349;VALLE DEL CAUCA;VIJES;CARBONERO;    Azul;19880387
7729;905738,1135;735168,9699;VALLE DEL CAUCA;VIJES;CARBONERO;    Azul;19880386
7730;905573,9742;735018,3386;VALLE DEL CAUCA;VIJES;CARBONERO;    Azul;19880385
7731;905081,0324;734564,3589;VALLE DEL CAUCA;VIJES;CARBONERO;    Azul;19880384
7732;904825,2686;734328,9692;VALLE DEL CAUCA;VIJES;VILLA MARIA;    Azul;19880383
7733;904180,1198;734327,5792;VALLE DEL CAUCA;VIJES;VILLA MARIA;    Azul;19880382
7439;1028700,899;802379,0943;RISARALDA;PEREIRA;CAIMALITO;    Azul;19880678
7466;1027231,141;791206,6001;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880651
7734;904011,8574;734313,0104;VALLE DEL CAUCA;VIJES;VILLA MARIA;    Azul;19880381
7735;903581,8325;734275,8772;VALLE DEL CAUCA;VIJES;VILLA MARIA;    Azul;19880380
7736;902953,0734;734220,7921;VALLE DEL CAUCA;VIJES;VILLA MARIA;    Azul;19880379
7737;901593,475;733815,9002;VALLE DEL CAUCA;VIJES;VILLA MARIA;    Azul;19880378
7738;901220,1983;733704,1161;VALLE DEL CAUCA;VIJES;VILLA MARIA;    Azul;19880377
7739;901057,7898;733655,6687;VALLE DEL CAUCA;VIJES;MIRAVALLE NORTE;    Azul;19880376
7740;900332,2729;733350,82;VALLE DEL CAUCA;YUMBO;SAN MARCOS;    Azul;19880375
7741;899605,1524;733054,299;VALLE DEL CAUCA;YUMBO;SAN MARCOS;    Azul;19880374
7742;899083,9615;732803,5919;VALLE DEL CAUCA;YUMBO;SAN MARCOS;    Azul;19880373
7743;898729,5647;732633,2734;VALLE DEL CAUCA;YUMBO;SAN MARCOS;    Azul;19880372
7467;1027077,859;790682,8965;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880650
7744;898507,46;732526,3756;VALLE DEL CAUCA;YUMBO;SAN MARCOS;    Azul;19880371
7745;897670,8848;732155,3756;VALLE DEL CAUCA;YUMBO;SAN MARCOS;    Azul;19880370
7746;897357,301;732016,5633;VALLE DEL CAUCA;YUMBO;MANGA VIEJA;    Azul;19880369
7747;896641,7391;731699,7274;VALLE DEL CAUCA;YUMBO;MANGA VIEJA;    Azul;19880368
7748;896313,6899;731554,1921;VALLE DEL CAUCA;YUMBO;MANGA VIEJA;    Azul;19880367
7749;896029,5056;731457,4566;VALLE DEL CAUCA;YUMBO;MANGA VIEJA;    Azul;19880366
7750;895677,867;731337,7184;VALLE DEL CAUCA;YUMBO;MANGA VIEJA;    Azul;19880365
7751;895098,1753;731134,5998;VALLE DEL CAUCA;YUMBO;MANGA VIEJA;    Azul;19880364
7752;893902,4054;731151,0422;VALLE DEL CAUCA;YUMBO;BERMEJAL;    Azul;19880363
7753;893493,6196;730998,9015;VALLE DEL CAUCA;YUMBO;BERMEJAL;    Azul;19880362
7468;1026933,887;790175,4486;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;    Azul;19880649
7754;893205,8002;730958,2042;VALLE DEL CAUCA;YUMBO;BERMEJAL;    Azul;19880361
7755;892604,3575;730872,838;VALLE DEL CAUCA;YUMBO;BERMEJAL;    Azul;19880360
7756;892101,8316;730801,7117;VALLE DEL CAUCA;YUMBO;BERMEJAL;    Azul;19880359
7757;891738,7517;730750,0676;VALLE DEL CAUCA;YUMBO;BERMEJAL;    Azul;19880358
7758;891288,2478;730686,3548;VALLE DEL CAUCA;YUMBO;BERMEJAL;    Azul;19880357
7759;890969,3214;730947,089;VALLE DEL CAUCA;YUMBO;BERMEJAL;    Azul;19880356
7760;890752,6619;731397,281;VALLE DEL CAUCA;YUMBO;BERMEJAL;    Azul;19880355
7761;890939,4202;731879,5945;VALLE DEL CAUCA;YUMBO;BERMEJAL;    Azul;19880354
7469;1026746,941;789570,1459;VALLE DEL CAUCA;ANSERMANUEVO;EL VERGEL;    Azul;19880648
7470;1026598,936;789337,3754;VALLE DEL CAUCA;ANSERMANUEVO;EL VERGEL;    Azul;19880647
7471;1025958,1;788342,9583;VALLE DEL CAUCA;ANSERMANUEVO;LA PEDRERA;    Azul;19880646
7472;1025509,094;788089,197;VALLE DEL CAUCA;ANSERMANUEVO;LA PUERTA;    Azul;19880645
7473;1025104,317;787862,665;VALLE DEL CAUCA;ANSERMANUEVO;LA PUERTA;    Azul;19880644
7474;1024970,504;787786,1726;VALLE DEL CAUCA;ANSERMANUEVO;LA PUERTA;    Azul;19880643
7475;1024651,693;787602,4087;VALLE DEL CAUCA;ANSERMANUEVO;LA PUERTA;    Azul;19880642
7440;1028713,763;801995,4073;RISARALDA;PEREIRA;CAIMALITO;    Azul;19880677
7476;1024018,172;787231,2839;VALLE DEL CAUCA;ANSERMANUEVO;LA PUERTA;    Azul;19880641
7477;1023874,271;787160,4437;VALLE DEL CAUCA;ANSERMANUEVO;LA PUERTA;    Azul;19880640
7478;1023432,84;786892,1985;VALLE DEL CAUCA;ANSERMANUEVO;LA PUERTA;    Azul;19880639
7479;1023038,533;786675,1022;VALLE DEL CAUCA;ANSERMANUEVO;LA PUERTA;    Azul;19880638
7480;1022456,13;786339,8391;VALLE DEL CAUCA;ANSERMANUEVO;LA PUERTA;    Azul;19880637
7481;1021729,142;785909,0303;VALLE DEL CAUCA;ANSERMANUEVO;SALAZAR;    Azul;19880636
